Date,Open,High,Low,Close,AdjClose,Volume
26-02-2003,24.65,25.0,24.5,24.860001,21.735315,806460.0
27-02-2003,24.85,25.0,24.615,24.834999,21.713455,691780.0
28-02-2003,24.83,25.370001,24.424999,24.985001,21.844603,2127860.0
03-03-2003,25.004999,25.225,24.055,24.285,21.232586,361650.0
04-03-2003,24.205,24.6,24.0,24.290001,21.236958,561640.0
05-03-2003,24.275,24.5,24.035,24.115,21.083958,710070.0
06-03-2003,24.299999,24.299999,24.01,24.09,21.062094,634240.0
07-03-2003,24.01,24.01,23.700001,23.799999,20.80855,1562910.0
10-03-2003,23.82,24.6,23.82,24.02,21.000893,507170.0
11-03-2003,23.73,24.59,23.485001,23.84,20.843517,339540.0
12-03-2003,23.82,23.9,23.700001,23.815001,20.821665,314890.0
13-03-2003,24.0,24.15,23.9,23.924999,20.917837,1424970.0
14-03-2003,23.924999,23.924999,23.924999,23.924999,20.917837,940633.75
17-03-2003,23.860001,24.02,23.825001,23.945,20.935324,2469250.0
18-03-2003,23.945,23.945,23.945,23.945,20.935324,1228997.96875
19-03-2003,23.9,24.299999,23.65,24.08,21.053356,1532200.0
20-03-2003,24.295,24.6,23.780001,24.495001,21.416195,808920.0
21-03-2003,24.200001,24.950001,23.799999,24.25,21.201994,686640.0
24-03-2003,24.879999,24.879999,23.4,23.59,20.624945,975380.0
25-03-2003,23.4,23.68,23.0,23.290001,20.362654,281700.0
26-03-2003,23.4,23.9,20.5,23.780001,20.791065,459630.0
27-03-2003,23.754999,23.799999,21.639999,22.73,19.873037,805040.0
28-03-2003,22.889999,23.68,22.700001,23.625,20.65554,544330.0
31-03-2003,23.4,23.934999,23.209999,23.455,20.506916,980150.0
01-04-2003,23.305,23.575001,23.1,23.43,20.485054,431080.0
02-04-2003,23.549999,23.700001,23.1,23.315001,20.384508,1162110.0
03-04-2003,23.299999,23.74,23.295,23.655001,20.681772,321830.0
04-04-2003,23.5,24.200001,23.375,23.934999,20.926584,650090.0
07-04-2003,24.1,24.975,24.1,24.6,21.507994,1061920.0
08-04-2003,24.790001,24.790001,23.799999,23.965,20.952812,1201230.0
09-04-2003,24.0,24.0,23.235001,23.459999,20.511284,615390.0
10-04-2003,23.1,25.0,23.1,23.559999,20.598715,1573120.0
11-04-2003,24.1,24.49,23.5,23.965,20.952812,1072620.0
14-04-2003,23.965,23.965,23.965,23.965,20.952812,1968470.0
15-04-2003,24.5,24.5,23.809999,24.105,21.075212,1358140.0
16-04-2003,24.424999,24.65,24.254999,24.365,21.302532,4284560.0
17-04-2003,24.4,24.889999,24.299999,24.709999,21.604174,3699240.0
18-04-2003,24.709999,24.709999,24.709999,24.709999,21.604174,1889661.25
21-04-2003,24.6,24.700001,24.4,24.51,21.429306,708430.0
22-04-2003,24.275,24.5,24.225,24.4,21.333136,1195010.0
23-04-2003,24.424999,24.424999,23.6,23.709999,20.729864,1535650.0
24-04-2003,23.75,24.299999,23.6,23.975,20.961552,1540020.0
25-04-2003,23.799999,24.549999,23.754999,24.450001,21.376848,1032520.0
28-04-2003,24.6,24.6,24.209999,24.395,21.328764,407960.0
29-04-2003,24.495001,24.879999,24.315001,24.504999,21.424934,1383320.0
30-04-2003,24.305,24.879999,24.18,24.700001,21.863083,2386040.0
01-05-2003,24.700001,24.700001,24.700001,24.700001,21.863083,1927347.5
02-05-2003,24.795,25.594999,24.6,25.26,22.358761,3366900.0
05-05-2003,25.5,25.700001,24.809999,25.02,22.14633,1737570.0
06-05-2003,24.5,24.995001,24.5,24.75,21.907339,1021580.0
07-05-2003,24.799999,24.85,24.325001,24.58,21.756861,1440150.0
08-05-2003,24.584999,24.584999,24.165001,24.344999,21.548859,777030.0
09-05-2003,24.799999,24.799999,24.200001,24.575001,21.752434,407650.0
12-05-2003,24.5,24.799999,24.219999,24.334999,21.539999,972590.0
13-05-2003,24.68,24.68,24.325001,24.475,21.663925,394880.0
14-05-2003,24.0,24.52,24.0,24.41,21.606388,245110.0
15-05-2003,24.4,25.0,24.26,24.9,22.040112,511850.0
16-05-2003,24.9,25.209999,24.9,25.115,22.230413,816850.0
19-05-2003,25.375,25.4,24.540001,24.85,21.995852,1674720.0
20-05-2003,24.68,24.790001,24.504999,24.545,21.725882,711340.0
21-05-2003,24.790001,25.245001,23.905001,24.674999,21.84095,1164770.0
22-05-2003,24.950001,25.299999,24.02,24.110001,21.340845,539200.0
23-05-2003,24.780001,24.780001,24.15,24.299999,21.509024,432240.0
26-05-2003,24.6,25.25,24.355,25.02,22.14633,1395290.0
27-05-2003,25.1,25.195,24.4,24.535,21.717031,507080.0
28-05-2003,24.75,24.75,24.205,24.295,21.504597,510500.0
29-05-2003,24.129999,25.0,24.129999,24.695,21.858658,1744000.0
30-05-2003,24.610001,24.995001,24.405001,24.51,21.694904,1105240.0
02-06-2003,24.305,24.790001,24.120001,24.35,21.55328,923670.0
03-06-2003,24.1,25.1,24.08,24.934999,22.071091,5448840.0
04-06-2003,25.209999,25.59,25.0,25.190001,22.296806,1534360.0
05-06-2003,25.4,25.674999,25.1,25.209999,22.314503,1950300.0
06-06-2003,25.280001,26.450001,25.200001,25.940001,22.960659,5547510.0
09-06-2003,26.059999,26.719999,25.934999,26.17,23.164246,2007690.0
10-06-2003,25.799999,26.0,25.115,25.264999,22.36319,774210.0
11-06-2003,25.6,26.135,25.01,25.809999,22.845591,3343660.0
12-06-2003,25.6,25.85,25.030001,25.165001,22.274679,743230.0
13-06-2003,25.1,25.700001,25.0,25.174999,22.283524,1206090.0
16-06-2003,25.200001,25.450001,25.129999,25.285,22.380892,1301500.0
17-06-2003,25.5,25.74,25.195,25.295,22.389744,1842930.0
18-06-2003,25.4,25.465,24.809999,25.165001,22.274679,1167690.0
19-06-2003,25.389999,25.41,24.9,24.924999,22.062241,1591010.0
20-06-2003,25.1,25.389999,24.4,24.82,21.969301,1392040.0
23-06-2003,24.9,24.98,24.215,24.309999,21.517878,607710.0
24-06-2003,24.41,24.5,23.99,24.120001,21.349697,1577690.0
25-06-2003,24.105,24.4,24.0,24.195,21.416082,1579470.0
26-06-2003,24.205,24.700001,23.9,24.48,21.668352,3111250.0
27-06-2003,24.4,25.094999,24.4,24.83,21.978148,2070540.0
30-06-2003,25.0,26.1,25.0,25.805,22.841167,2457340.0
01-07-2003,26.495001,26.799999,25.6,26.120001,23.119989,2131220.0
02-07-2003,26.59,26.74,26.01,26.34,23.31472,2687720.0
03-07-2003,26.700001,30.209999,26.700001,28.985001,25.655931,15488630.0
04-07-2003,28.5,28.700001,27.26,27.674999,24.496393,2710780.0
07-07-2003,27.025,28.645,27.025,27.775,24.5849,2229380.0
08-07-2003,29.0,30.35,28.299999,28.440001,25.173525,4824080.0
09-07-2003,28.424999,28.6,28.059999,28.27,25.02305,1075550.0
10-07-2003,28.299999,28.57,28.200001,28.42,25.155821,2515220.0
11-07-2003,28.450001,29.1,28.450001,28.98,25.651503,5927250.0
14-07-2003,29.4,29.594999,28.035,28.504999,25.231056,3639930.0
15-07-2003,29.4,29.865,27.4,27.690001,24.509665,1939340.0
16-07-2003,27.91,28.5,27.605,28.32,25.067305,3771550.0
17-07-2003,28.25,28.25,27.025,27.275,24.142332,1197800.0
18-07-2003,27.1,27.799999,26.504999,27.66,24.483109,1077960.0
21-07-2003,27.799999,28.0,27.315001,27.695,24.514088,1241960.0
22-07-2003,27.52,28.0,26.825001,26.975,23.876785,834950.0
23-07-2003,27.700001,27.700001,25.254999,25.59,22.65086,4264400.0
24-07-2003,25.889999,26.075001,25.65,25.85,22.880997,3050120.0
25-07-2003,26.0,26.875,25.895,26.485001,23.443066,2524720.0
28-07-2003,26.950001,27.0,26.299999,26.629999,23.571411,908650.0
29-07-2003,26.790001,26.969999,26.004999,26.555,23.505026,1119470.0
30-07-2003,26.700001,27.375,26.6,27.125,24.009558,1788570.0
31-07-2003,27.200001,27.209999,26.299999,26.535,23.487328,2271370.0
01-08-2003,26.65,26.83,26.315001,26.639999,23.580261,511300.0
04-08-2003,26.610001,27.094999,26.610001,26.905001,23.814823,1009970.0
05-08-2003,27.139999,28.200001,26.799999,27.965,24.753078,4415700.0
06-08-2003,27.950001,27.995001,27.225,27.66,24.483109,1579210.0
07-08-2003,27.58,27.6,27.065001,27.205,24.080372,731700.0
08-08-2003,27.200001,27.98,26.700001,27.525,24.363613,2045250.0
11-08-2003,27.209999,27.700001,27.209999,27.48,24.323784,947420.0
12-08-2003,27.799999,27.799999,27.200001,27.334999,24.195438,862500.0
13-08-2003,27.205,27.5,23.504999,27.25,24.120205,2637630.0
14-08-2003,27.465,27.58,26.5,26.73,23.659925,1936730.0
15-08-2003,26.73,26.73,26.73,26.73,23.659925,1997435.0
18-08-2003,26.75,28.0,26.625,27.790001,24.598183,2530520.0
19-08-2003,27.924999,28.200001,27.799999,28.129999,24.899132,2267080.0
20-08-2003,28.200001,28.9,28.1,28.465,25.195652,2779470.0
21-08-2003,28.4,29.0,28.1,28.785,25.478901,1779140.0
22-08-2003,28.610001,29.16,28.51,28.9,25.580694,1525010.0
25-08-2003,28.870001,28.870001,26.4,28.1,24.872576,2619050.0
26-08-2003,28.299999,28.299999,27.825001,27.915001,24.708828,1164020.0
27-08-2003,28.299999,28.9,28.0,28.325001,25.071733,2359680.0
28-08-2003,28.6,28.6,27.799999,28.084999,24.859301,3796790.0
29-08-2003,27.4,28.055,27.205,27.57,24.403452,3715070.0
01-09-2003,27.5,28.0,27.5,27.844999,24.646864,1314860.0
02-09-2003,27.5,28.9,27.5,28.195,24.956663,1198770.0
03-09-2003,28.0,29.1,28.0,28.035,24.815042,4867130.0
04-09-2003,28.049999,28.34,27.0,28.035,24.815042,3673170.0
05-09-2003,28.0,28.4,27.825001,27.969999,24.757504,3419290.0
08-09-2003,27.65,28.290001,27.6,27.834999,24.63801,1283050.0
09-09-2003,27.700001,28.190001,27.5,28.01,24.79291,2046920.0
10-09-2003,27.299999,28.09,27.299999,27.709999,24.52737,1886140.0
11-09-2003,27.809999,28.1,27.655001,27.85,24.651289,1791660.0
12-09-2003,27.9,28.075001,27.635,27.934999,24.726528,2394980.0
15-09-2003,27.879999,28.0,27.4,27.565001,24.399025,1509730.0
16-09-2003,27.200001,27.99,27.200001,27.745001,24.558352,2816070.0
17-09-2003,27.99,27.99,27.110001,27.344999,24.204292,2295260.0
18-09-2003,27.200001,27.200001,26.315001,26.504999,23.460768,1904520.0
19-09-2003,26.555,27.200001,26.4,27.174999,24.053814,1692430.0
22-09-2003,27.5,27.5,26.4,26.465,23.425362,1996670.0
23-09-2003,26.5,27.0,26.41,26.684999,23.620094,1917870.0
24-09-2003,27.0,27.575001,26.605,27.415001,24.266249,2573950.0
25-09-2003,27.200001,27.5,26.615,26.785,23.708611,1979060.0
26-09-2003,26.805,27.200001,26.525,27.145,24.027262,1480240.0
29-09-2003,27.49,27.85,26.799999,26.975,23.876785,7300590.0
30-09-2003,27.0,27.66,27.0,27.5,24.341492,6394350.0
01-10-2003,27.700001,28.6,27.549999,28.325001,25.071733,3936870.0
02-10-2003,28.325001,28.325001,28.325001,28.325001,25.071733,5449486.25
03-10-2003,29.049999,29.549999,28.700001,29.445,26.063095,6639010.0
06-10-2003,29.75,32.0,29.6,31.379999,27.775854,5602910.0
07-10-2003,32.0,32.509998,30.700001,30.945,27.390812,13547460.0
08-10-2003,31.299999,31.5,30.719999,31.025,27.461628,5221870.0
09-10-2003,31.440001,31.625,31.105,31.43,27.820105,2635300.0
10-10-2003,32.5,32.5,30.209999,30.540001,27.03233,7545060.0
13-10-2003,30.84,31.434999,30.690001,30.865,27.32,5017380.0
14-10-2003,32.990002,32.990002,30.795,30.975,27.417366,5621730.0
15-10-2003,31.200001,31.299999,30.4,31.09,27.519157,2833570.0
16-10-2003,31.15,31.5,31.0,31.375,27.771427,2659570.0
17-10-2003,31.35,32.5,31.35,31.65,28.014839,7406450.0
20-10-2003,31.700001,32.195,31.26,31.49,27.873217,4478600.0
21-10-2003,31.200001,31.549999,30.809999,31.110001,27.536861,2810700.0
22-10-2003,30.9,31.290001,29.9,30.09,26.634008,1994040.0
23-10-2003,30.290001,30.4,29.735001,29.975,26.532225,2286040.0
24-10-2003,30.1,30.940001,29.6,30.790001,27.253618,1400430.0
27-10-2003,30.645,31.440001,30.0,30.1,26.642868,2667670.0
28-10-2003,30.309999,31.440001,30.120001,31.190001,27.607672,4345450.0
29-10-2003,31.34,31.790001,31.295,31.67,28.032545,3729360.0
30-10-2003,31.25,32.0,31.25,31.76,28.112207,3506620.0
31-10-2003,32.099998,32.099998,31.025,31.605,27.975006,3189520.0
03-11-2003,32.049999,32.299999,31.700001,31.950001,28.280382,3496600.0
04-11-2003,32.200001,32.200001,30.719999,30.985001,27.426214,3207200.0
05-11-2003,31.26,31.285,30.799999,30.940001,27.386385,1800720.0
06-11-2003,30.700001,31.0,30.309999,30.785,27.249187,2621580.0
07-11-2003,30.969999,31.0,30.25,30.525,27.019051,4526090.0
10-11-2003,31.465,31.465,30.405001,30.889999,27.342129,1425330.0
11-11-2003,31.1,31.309999,30.455,30.655001,27.134127,2135680.0
12-11-2003,30.799999,30.799999,29.75,29.895,26.461412,3548340.0
13-11-2003,30.35,30.450001,29.799999,29.940001,26.501244,1315810.0
14-11-2003,26.549999,30.299999,26.549999,29.745001,26.328642,1369400.0
17-11-2003,29.9,30.5,29.76,30.41,26.917261,1326600.0
18-11-2003,30.780001,30.780001,30.105,30.285,26.806616,2894460.0
19-11-2003,29.905001,30.200001,29.4,29.969999,26.527794,5242700.0
20-11-2003,29.9,30.174999,29.450001,29.834999,26.408298,1540060.0
21-11-2003,29.450001,30.5,29.450001,30.295,26.815466,2007170.0
24-11-2003,30.9,30.9,30.15,30.285,26.806616,4352260.0
25-11-2003,30.120001,30.594999,30.115,30.26,26.784491,3807850.0
26-11-2003,30.26,30.26,30.26,30.26,26.784491,3677207.5
27-11-2003,30.65,30.950001,30.0,30.165001,26.700397,4049520.0
28-11-2003,30.4,30.795,30.0,30.26,26.784491,4805640.0
01-12-2003,30.700001,31.440001,30.4,31.125,27.55014,10441790.0
02-12-2003,31.5,31.99,31.200001,31.805,28.15204,6617120.0
03-12-2003,31.99,33.099998,31.99,32.889999,29.112417,9210140.0
04-12-2003,32.970001,33.59,32.700001,33.445,29.603672,8401230.0
05-12-2003,33.599998,33.599998,32.5,32.830002,29.059311,4116670.0
08-12-2003,32.75,33.290001,32.055,32.674999,28.922113,2160370.0
09-12-2003,33.490002,33.685001,33.055,33.25,29.431072,3595800.0
10-12-2003,33.299999,34.380001,32.615002,34.040001,30.130342,7244070.0
11-12-2003,34.0,35.200001,33.799999,35.044998,31.019907,7095160.0
12-12-2003,35.099998,36.740002,34.605,36.264999,32.099789,7975320.0
15-12-2003,36.59,36.599998,35.134998,35.365002,31.30316,1457270.0
16-12-2003,35.59,36.48,35.455002,35.98,31.847517,3785920.0
17-12-2003,35.900002,36.099998,35.52,35.935001,31.807686,4227940.0
18-12-2003,36.0,36.080002,35.154999,35.52,31.440355,2544680.0
19-12-2003,35.334999,36.0,35.334999,35.830002,31.714754,2794700.0
22-12-2003,35.599998,36.09,35.599998,35.950001,31.820967,2001010.0
23-12-2003,35.900002,36.5,35.099998,35.244999,31.196939,1749160.0
24-12-2003,35.639999,36.07,35.209999,36.005001,31.869637,2101190.0
25-12-2003,36.005001,36.005001,36.005001,36.005001,31.869637,2420070.0
26-12-2003,36.0,36.494999,35.5,35.860001,31.741299,1384380.0
29-12-2003,36.200001,38.505001,36.200001,37.98,33.617805,3972870.0
30-12-2003,38.099998,38.375,36.5,36.805,32.577763,10495030.0
31-12-2003,37.0,37.75,36.314999,36.509998,32.316647,2219200.0
01-01-2004,36.299999,36.799999,35.950001,36.665001,32.45385,1888540.0
02-01-2004,37.380001,37.509998,35.84,36.285,32.117485,4609750.0
05-01-2004,36.799999,37.150002,36.25,36.52,32.325497,2932510.0
06-01-2004,36.025002,37.240002,35.900002,36.150002,31.997993,4383810.0
07-01-2004,36.299999,37.0,35.73,36.09,31.944885,3860850.0
08-01-2004,36.150002,36.400002,35.314999,36.165001,32.011265,6448740.0
09-01-2004,36.555,38.599998,36.299999,36.845001,32.613167,9877340.0
12-01-2004,36.650002,36.919998,36.305,36.490002,32.298946,5868760.0
13-01-2004,36.5,36.66,36.205002,36.490002,32.298946,6436600.0
14-01-2004,36.610001,36.924999,36.299999,36.775002,32.551205,6888360.0
15-01-2004,37.099998,40.299999,37.099998,38.505001,34.082512,15046910.0
16-01-2004,38.705002,40.049999,37.209999,38.165001,33.781559,8878340.0
19-01-2004,38.490002,38.490002,36.799999,36.985001,32.737087,6200880.0
20-01-2004,37.099998,38.084999,36.799999,36.985001,32.737087,7097170.0
21-01-2004,37.0,37.095001,36.049999,36.915001,32.675133,6635930.0
22-01-2004,37.75,37.779999,36.419998,36.68,32.467121,5103940.0
23-01-2004,35.200001,37.334999,30.055,36.485001,32.294521,2727250.0
26-01-2004,36.485001,36.485001,36.485001,36.485001,32.294521,4426331.25
27-01-2004,36.48,37.195,36.009998,36.560001,32.360912,3548580.0
28-01-2004,40.674999,40.674999,35.700001,36.02,31.882929,3374600.0
29-01-2004,36.0,37.48,34.525002,35.599998,31.51116,4074860.0
30-01-2004,35.299999,35.299999,33.549999,34.494999,30.533073,2386790.0
02-02-2004,34.494999,34.494999,34.494999,34.494999,30.533073,3973426.25
03-02-2004,34.0,35.195,33.0,33.669998,29.802835,6278270.0
04-02-2004,33.18,35.389999,32.549999,34.994999,30.975653,2923020.0
05-02-2004,34.825001,36.0,34.509998,35.674999,31.577557,2960280.0
06-02-2004,35.849998,36.0,34.525002,35.474998,31.400517,3799950.0
09-02-2004,35.950001,36.75,35.814999,36.424999,32.241413,4139230.0
10-02-2004,36.799999,37.584999,36.700001,37.285,33.00264,3405280.0
11-02-2004,37.549999,37.75,37.150002,37.455002,33.153107,2749150.0
12-02-2004,37.75,38.200001,37.105,37.455002,33.153107,2470480.0
13-02-2004,37.400002,37.57,36.830002,37.48,33.17524,1801760.0
16-02-2004,37.985001,38.009998,37.400002,37.82,33.476181,2377020.0
17-02-2004,37.514999,38.34,37.360001,38.07,33.697468,2967490.0
18-02-2004,37.615002,38.34,37.505001,37.935001,33.57798,1444770.0
19-02-2004,38.044998,38.049999,37.314999,37.48,33.17524,1669630.0
20-02-2004,37.400002,37.485001,35.639999,36.490002,32.298946,4829670.0
23-02-2004,35.610001,36.945,35.400002,36.720001,32.502522,1362030.0
24-02-2004,36.599998,37.400002,36.25,37.154999,32.887558,2490590.0
25-02-2004,37.439999,37.439999,36.055,36.52,32.325497,1626460.0
26-02-2004,36.299999,37.200001,36.299999,36.904999,32.666271,4045420.0
27-02-2004,36.994999,37.75,36.424999,37.465,33.161957,2953400.0
01-03-2004,37.689999,38.400002,37.25,37.855,33.507168,2236410.0
02-03-2004,37.855,37.855,37.855,37.855,33.507168,3471291.25
03-03-2004,38.044998,40.0,37.709999,39.200001,34.697681,5833560.0
04-03-2004,39.169998,39.169998,37.724998,38.32,33.918755,2620760.0
05-03-2004,38.490002,38.785,37.950001,38.244999,33.852367,2148750.0
08-03-2004,38.549999,39.244999,37.805,37.990002,33.626663,2916670.0
09-03-2004,38.764999,38.764999,37.235001,37.505001,33.197369,1076020.0
10-03-2004,37.5,38.0,37.0,37.830002,33.485039,2365520.0
11-03-2004,37.75,38.0,37.224998,37.599998,33.281448,2198200.0
12-03-2004,37.41,37.549999,35.985001,36.685001,32.471539,3105850.0
15-03-2004,37.349998,37.349998,36.025002,36.169998,32.015694,2148750.0
16-03-2004,35.369999,36.439999,34.650002,35.935001,31.807686,3139840.0
17-03-2004,35.799999,36.5,35.134998,35.93,31.803263,2231590.0
18-03-2004,35.900002,36.099998,34.799999,35.535,31.453629,1508680.0
19-03-2004,35.099998,35.799999,35.025002,35.375,31.312004,1873370.0
22-03-2004,35.775002,35.775002,33.514999,33.884998,29.993145,1968480.0
23-03-2004,33.875,34.75,33.599998,34.5,30.537502,1833440.0
24-03-2004,34.994999,36.98,34.209999,35.764999,31.657204,1613800.0
25-03-2004,36.0,36.490002,35.75,36.290001,32.121914,2351290.0
26-03-2004,36.400002,37.810001,36.205002,37.41,33.113277,2113300.0
29-03-2004,37.700001,37.98,37.005001,37.805,33.462906,1634710.0
30-03-2004,37.599998,37.700001,36.275002,36.915001,32.675133,2111730.0
31-03-2004,37.349998,38.189999,36.549999,37.875,33.524864,2877900.0
01-04-2004,38.240002,38.599998,36.799999,38.435001,34.02055,3735800.0
02-04-2004,38.700001,39.200001,38.314999,38.889999,34.42329,2289410.0
05-04-2004,39.110001,40.0,38.150002,38.669998,34.228558,3485000.0
06-04-2004,39.240002,39.314999,38.009998,38.209999,33.8214,1560700.0
07-04-2004,38.5,38.674999,38.0,38.075001,33.7019,800870.0
08-04-2004,37.799999,39.139999,37.595001,38.049999,33.679771,2888270.0
09-04-2004,38.049999,38.049999,38.049999,38.049999,33.679771,1786240.0
12-04-2004,38.369999,38.369999,37.205002,37.540001,33.228355,1238060.0
13-04-2004,37.669998,38.400002,37.52,38.255001,33.861225,1539480.0
14-04-2004,38.255001,38.255001,38.255001,38.255001,33.861225,1910976.25
15-04-2004,38.5,38.599998,37.799999,38.099998,33.724022,2232240.0
16-04-2004,38.389999,38.985001,37.705002,37.849998,33.502735,1685640.0
19-04-2004,37.994999,38.080002,37.435001,37.834999,33.48946,2619180.0
20-04-2004,37.799999,38.075001,37.375,37.48,33.17524,1858040.0
21-04-2004,37.700001,37.700001,37.115002,37.294998,33.011486,4414060.0
22-04-2004,37.5,37.900002,37.025002,37.514999,33.206215,3392040.0
23-04-2004,37.889999,38.474998,37.349998,37.985001,33.622234,3049640.0
26-04-2004,37.985001,37.985001,37.985001,37.985001,33.622234,2843797.5
27-04-2004,37.514999,38.485001,37.009998,38.080002,33.706322,3092710.0
28-04-2004,38.200001,38.5,37.599998,37.985001,33.622234,1925590.0
29-04-2004,38.0,38.5,37.099998,38.16,33.777145,2065980.0
30-04-2004,38.200001,38.290001,37.549999,37.805,33.462906,1177950.0
03-05-2004,37.5,37.945,37.305,37.775002,33.436359,966450.0
04-05-2004,37.985001,38.5,37.514999,37.639999,33.316856,1093670.0
05-05-2004,37.849998,39.5,37.700001,38.25,33.8568,3225680.0
06-05-2004,38.400002,39.299999,38.110001,38.285,34.200722,2715640.0
07-05-2004,38.299999,38.5,37.0,37.540001,33.535206,1581760.0
10-05-2004,36.814999,38.799999,36.810001,38.18,34.106922,1270830.0
11-05-2004,37.41,37.575001,37.0,37.195,33.227013,2034810.0
12-05-2004,37.099998,37.48,35.310001,36.744999,32.825008,2814420.0
13-05-2004,36.5,37.990002,35.110001,36.889999,32.95454,2546280.0
14-05-2004,36.450001,37.200001,33.5,35.264999,31.502901,3872230.0
17-05-2004,35.0,35.0,25.615,27.985001,24.999537,2610730.0
18-05-2004,28.0,36.0,27.504999,35.209999,31.453772,5613240.0
19-05-2004,35.5,36.990002,34.119999,35.314999,31.547567,2476020.0
20-05-2004,35.5,36.0,34.5,35.439999,31.659233,2281360.0
21-05-2004,34.529999,36.400002,33.895,36.23,32.364952,1734860.0
24-05-2004,36.105,37.18,36.099998,36.889999,32.95454,1195540.0
25-05-2004,36.305,37.035,36.200001,36.93,32.990276,1554950.0
26-05-2004,37.445,37.98,36.700001,36.919998,32.981346,1877400.0
27-05-2004,36.215,37.900002,36.095001,37.400002,33.410137,3141350.0
28-05-2004,37.105,37.794998,36.514999,36.889999,32.95454,2759970.0
31-05-2004,36.325001,36.599998,34.805,35.125,31.377834,3324140.0
01-06-2004,35.599998,35.900002,34.799999,35.145,31.395704,2645700.0
02-06-2004,35.400002,36.0,35.0,35.685001,31.878101,1861010.0
03-06-2004,36.0,36.16,34.915001,35.084999,31.342098,1903140.0
04-06-2004,35.0,35.799999,34.599998,35.595001,31.797695,1351180.0
07-06-2004,36.0,36.889999,35.605,35.924999,32.092495,5001720.0
08-06-2004,36.195,36.799999,36.02,36.445,32.557018,1620610.0
09-06-2004,36.395,37.200001,36.209999,37.029999,33.079605,1221340.0
10-06-2004,37.0,39.200001,37.0,37.900002,33.856789,6899450.0
11-06-2004,37.950001,38.485001,35.715,36.0,32.159492,2918060.0
14-06-2004,36.200001,36.700001,35.525002,36.075001,32.226482,4321370.0
15-06-2004,36.299999,36.799999,35.825001,36.52,32.624012,2983050.0
16-06-2004,36.875,37.099998,36.599998,36.865002,32.932217,2259150.0
17-06-2004,36.810001,37.59,36.720001,37.505001,33.503941,2428770.0
18-06-2004,37.700001,37.799999,37.125,37.490002,33.49054,1606640.0
21-06-2004,37.5,38.0,37.299999,37.764999,33.736198,1238320.0
22-06-2004,37.525002,37.974998,37.205002,37.580002,33.570938,2066160.0
23-06-2004,37.865002,37.994999,36.200001,36.494999,32.601681,2808510.0
24-06-2004,36.93,39.09,36.0,38.134998,34.06673,3581000.0
25-06-2004,37.505001,37.880001,35.75,36.740002,32.820545,5846690.0
28-06-2004,36.700001,37.099998,35.950001,36.845001,32.914341,2825650.0
29-06-2004,36.900002,37.174999,36.599998,36.955002,33.012608,2200540.0
30-06-2004,37.0,37.049999,36.5,36.970001,33.026012,1477580.0
01-07-2004,37.0,37.404999,36.720001,37.16,33.195736,1615080.0
02-07-2004,36.994999,36.994999,36.224998,36.450001,32.561489,2077180.0
05-07-2004,35.0,36.200001,34.110001,36.154999,32.297955,5538590.0
06-07-2004,36.0,36.799999,35.599998,36.689999,32.775875,2900680.0
07-07-2004,36.400002,37.200001,36.400002,37.029999,33.079605,2483910.0
08-07-2004,36.615002,37.445,36.0,36.424999,32.539154,3056730.0
09-07-2004,35.900002,37.195,35.665001,36.875,32.941147,2792590.0
12-07-2004,37.0,37.290001,36.5,36.830002,32.900951,1984440.0
13-07-2004,37.0,37.0,36.0,36.529999,32.632938,1422670.0
14-07-2004,36.900002,37.290001,36.345001,36.494999,32.601681,2579530.0
15-07-2004,36.799999,37.0,36.415001,36.494999,32.601681,1165170.0
16-07-2004,36.599998,36.790001,35.985001,36.610001,32.704418,1314910.0
19-07-2004,36.889999,36.985001,36.5,36.630001,32.722286,1091080.0
20-07-2004,36.599998,37.099998,36.255001,37.005001,33.057278,1499600.0
21-07-2004,37.150002,37.5,36.700001,37.02,33.070679,3870840.0
22-07-2004,37.459999,37.490002,36.799999,36.950001,33.008141,2790700.0
23-07-2004,36.849998,37.099998,36.450001,36.959999,33.017071,1619370.0
26-07-2004,36.900002,37.599998,36.5,37.455002,33.459267,2681380.0
27-07-2004,37.200001,37.595001,36.700001,37.375,33.387806,5579680.0
28-07-2004,37.400002,37.400002,36.805,37.209999,33.240406,2709200.0
29-07-2004,37.099998,37.950001,36.91,37.575001,33.566467,3300850.0
30-07-2004,37.599998,37.700001,37.049999,37.52,33.517345,2611440.0
02-08-2004,37.5,37.5,37.005001,37.189999,33.222538,1122990.0
03-08-2004,37.189999,37.200001,36.349998,36.5,32.606148,3579370.0
04-08-2004,36.5,36.875,36.009998,36.514999,32.619545,1223400.0
05-08-2004,36.595001,37.494999,36.525002,37.195,33.227013,1315230.0
06-08-2004,36.810001,37.0,36.099998,36.759998,32.838413,1337380.0
09-08-2004,36.799999,37.169998,36.5,36.970001,33.026012,898980.0
10-08-2004,37.049999,37.549999,36.985001,37.41,33.419071,1948970.0
11-08-2004,37.105,37.650002,36.810001,37.439999,33.445869,2252070.0
12-08-2004,37.130001,37.389999,36.830002,37.080002,33.124283,843760.0
13-08-2004,37.099998,37.189999,36.305,36.5,32.606148,732310.0
16-08-2004,36.349998,36.535,36.060001,36.195,32.333691,857150.0
17-08-2004,36.68,36.98,36.105,36.365002,32.485554,7318960.0
18-08-2004,36.400002,36.5,36.0,36.150002,32.293491,2082250.0
